416|The Witches|1983|4.17|221431|590032496/9780590032490
417|The Thirteenth Tale|2006|3.95|213200|743298020/9780743298020
420|Message in a Bottle|1998|3.95|185116|446676071/9780446676080
421|The Paris Wife|2011|3.79|191850|345521307/9780345521310
424|The Name of the Rose|1980|4.11|200217|156001314/9780156001310
425|Go Ask Alice|1971|3.77|196677|1416914633/9781416914630
426|A Confederacy of Dunces|1980|3.89|170776|802130208/9780802130200
427|The Importance of Being Earnest|1895|4.17|210630|158049580X/9781580495810
430|Kafka on the Shore|2002|4.13|167593|1400079276/9781400079280
435|Before I Fall|2010|3.92|220160|61726818/9780061726810
436|The God of Small Things|1997|3.91|165378|679457313/9780679457310
437|The Invention of Wings|2014|4.23|168006|670024783/9780670024780
438|What Alice Forgot|2009|4.05|165704|141043768/9780141043760
439|A Brief History of Time|1987|4.12|165628|553380168/9780553380160
441|Under the Dome|2009|3.89|183292|1439148503/9781439148500
442|Snow Crash|1992|4.02|175883|553380958/9780553380960
443|Just Listen|2006|4.06|202180|670061050/9780670061050
445|Before I Go to Sleep|2011|3.87|180896|62060554/9780062060560
446|A Study in Scarlet|1887|4.15|201499|1420925539/9781420925530
448|The Purpose Driven Life: What on Earth Am I Here for?|2002|3.9|170491|310276993/9780310277000
451|Northanger Abbey|1817|3.8|205167|1593082649/9781593082640
453|Cold Mountain|1997|3.83|185979|802142842/9780802142850
454|If You Give a Mouse a Cookie|1985|4.24|198083|60245867/9780060245860
456|A Streetcar Named Desire|1947|3.97|194493|822210894/9780822210890
457|The Historian|2005|3.77|190473|751537284/9780751537280
458|Station Eleven|2014|4.02|160466|385353308/9780385353300
459|A Man Called Ove|2012|4.35|183777|1476738017/9781476738020
462|Ways of Seeing|1972|3.75|155658|140135154/9780140135150
464|Holy Bible: King James Version|1611|4.43|159457|
465|In Her Shoes|2002|3.78|167400|743495667/9780743495660
466|The Hobbit: Graphic Novel|1989|4.48|155338|345368584/9780345368580
467|The Brief Wondrous Life of Oscar Wao|2007|3.89|160330|1594489580/9781594489590
468|Their Eyes Were Watching God|1937|3.87|181106|61120065/9780061120060
469|Fantastic Beasts and Where to Find Them|2001|3.95|185928|439321603/9780439321600
470|I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban|2012|4.06|214412|316322407/9780316322410
471|Mansfield Park|1814|3.84|205064|141439807/9780141439810
472|Man's Search for Meaning|1946|4.33|171281|080701429X/9780807014300
474|The God Delusion|2006|3.89|162740|618680004/9780618680010
476|The World According to Garp|1978|4.07|167106|345915593/9780345915600
478|Robinson Crusoe|1719|3.66|178188|375757325/9780375757330
479|The Prince|1513|3.78|153128|937832383/9780937832390
482|The Kitchen House|2010|4.18|168082|1439153663/9781439153670
483|Franny and Zooey|1961|3.98|152906|316769029/9780316769020
484|Choke|2001|3.69|154643|385720920/9780385720920
485|The Brothers Karamazov|1880|4.3|155838|374528373/9780374528380
487|The Andromeda Strain|1969|3.87|173186|60541814/9780060541810
488|The Green Mile|1996|4.42|173950|451933028/9780451933030
489|The Prophet|1923|4.22|142641|000100039X/9780001000390
493|Mere Christianity|1952|4.31|184759|684823780/9780684823780
494|The Secret History|1992|4.07|168405|1400031702/9781400031700
495|A Heartbreaking Work of Staggering Genius|2000|3.68|145459|375725784/9780375725780
497|Black Beauty|1877|3.94|183255|439228905/9780439228910
498|War and Peace|1869|4.11|168037|192833987/9780192833980
499|American Psycho|1991|3.81|166083|679735771/9780679735780
502|The Walking Dead, Vol. 01: Days Gone Bye|2004|4.3|164530|1582406723/9781582406720
504|Redeeming Love|1991|4.48|157506|1590525132/9781590525140
508|Nickel and Dimed: On (Not) Getting By in America|2001|3.6|152786|805063897/9780805063900
509|Remember Me?|2008|3.76|170096|593053893/9780593053900
512|The Complete Stories and Poems|1849|4.37|160063|385074077/9780385074070
513|The Hiding Place: The Triumphant True Story of Corrie Ten Boom|1971|4.42|171384|553256696/9780553256700
514|The Adventures of Sherlock Holmes|1892|4.29|139816|192835084/9780192835090
515|The Prince of Tides|1986|4.22|159596|553381547/9780553381540
516|The Amazing Adventures of Kavalier & Clay|2000|4.17|147717|312282990/9780312283000
518|Peter Pan|1904|4.1|169306|805072454/9780805072460
520|The Wind-Up Bird Chronicle|1994|4.17|133408|965341984/9780965341980
522|Cloud Atlas|2004|4.01|152441|375507256/9780375507250
523|The Things They Carried|1990|4.12|168678|767902890/9780767902890
524|Wall and Piece|1988|3.83|149453|1844137872/9781844137880
529|Gulliver's Travels|1726|3.55|168727|141439491/9780141439500
530|Much Ado About Nothing|1598|4.06|175616|743482751/9780743482750
531|Beowulf|975|3.42|155903|393320979/9780393320980
532|Batman: Year One|1987|4.23|145267|1401207529/9781401207530
533|Go Set a Watchman|2015|3.31|138669|62409859/9780062409850
534|When You Are Engulfed in Flames|2008|4.04|150898|316143472/9780316143480
537|The Power of Habit: Why We Do What We Do in Life and Business|2011|4.03|155977|1400069289/9781400069290
538|Midnight in the Garden of Good and Evil|1994|3.9|167997|679751521/9780679751530
540|A Little Princess|1905|4.2|199872|142437018/9780142437020
541|The Truth About Forever|2004|4.13|179415|142406252/9780142406250
545|The Velveteen Rabbit|1922|4.29|173469|380002558/9780380002560
546|Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values|1974|3.76|139411|60589469/9780060589460
547|The War of the Worlds|1897|3.8|159752|375759239/9780375759240
549|Corduroy|1948|4.28|160860|670241334/9780670241330
550|The Omnivore's Dilemma: A Natural History of Four Meals|2006|4.17|133271|1594200823/9781594200820
551|Life After Life|2013|3.74|138454|316176486/9780316176480
552|The Rescue|2000|4.1|142092|446696129/9780446696130
553|Needful Things|1991|3.87|153821|045057458X/9780450574580
555|Hamlet: Screenplay, Introduction And Film Diary|1996|4.12|156869|393315053/9780393315060
556|Cujo|1981|3.65|158215|307348245/9780307348240
557|The Virgin Suicides|1993|3.83|159249|747560595/9780747560590
559|Tess of the D'Urbervilles|1891|3.77|171599|141439599/9780141439590
560|Madame Bovary|1856|3.64|158877|192840398/9780192840390
561|The Phantom Tollbooth|1961|4.22|178432|394820371/9780394820380
564|It's Kind of a Funny Story|2006|4.14|161001|078685197X/9780786851970
567|The Language of Flowers|2011|4.07|140076|034552554X/9780345525540
570|High Fidelity|1995|3.94|134849|1573225517/9781573225520
571|The Guardian|2003|4.14|136427|446696110/9780446696110
573|Men Are from Mars, Women Are from Venus|1998|3.52|113915|60574216/9780060574220
574|Kitchen Confidential: Adventures in the Culinary Underbelly|2000|4|134177|60899220/9780060899230
575|Timeline|1999|3.83|148563|99244721/9780099244720
576|Candide|1759|3.76|151471|486266893/9780486266890
577|Tuck Everlasting|1975|3.85|174280|374480095/9780374480100
578|Christine|1983|3.72|151160|2253147699/9782253147700
579|Are You My Mother?|1960|4.16|174204|1713221/9780001713220
580|The Story of Art|1950|3.83|164708|071483355X/9780714833550
582|Rich Dad, Poor Dad|1997|3.95|153764|751532711/9780751532720
584|The Magicians (The Magicians |2009|||670020559/9780670020550
585||2004|||1421501686/9781421501680
587|Everything Is Illuminated|2002|3.9|131492|60529709/9780060529700
590|David Copperfield|1849|3.96|150512|140439447/9780140439440
591|The Absolutely True Diary of a Part-Time Indian|2007|4.11|160607|316013684/9780316013680
592|The Master and Margarita|1967|4.32|131389|679760806/9780679760800
594|Because of Winn-Dixie|2000|4|154476|763616052/9780763616050
595|A Separate Peace|1959|3.56|155901|743253973/9780743253970
596|The Rainmaker|1995|3.91|137412|385339607/9780385339600
597|Don Quixote|1605|3.85|134931|142437239/9780142437230
601|The Tale of Peter Rabbit|1901|4.17|162373|723247706/9780723247710
604|Girl, Interrupted|1993|3.9|145161|679746048/9780679746040
605|Are You There, Vodka? It's Me, Chelsea|2007|3.85|127096|61173398/9780061173390
606|Jonathan Livingston Seagull|1970|3.8|133728|743278909/9780743278900
608|Love You Forever|1986|4.34|159703|920668372/9780920668380
609|Cell|2006|3.64|144591|1416524517/9781416524520
610|The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics|2013|4.32|113565|067002581X/9780670025820
611|The Silmarillion (Middle-Earth Universe)|1977|3.87|134106|618391118/9780618391110
613|The Forgotten Garden|2008|4.12|138377|330449605/9780330449600
614|The Trial|1925|3.98|131856|99428644/9780099428640
615|This Lullaby|2002|4.03|151829|142501557/9780142501560
616|Plain Truth|2000|3.97|128406|743275012/9780743275020
617|Orange Is the New Black|2010|3.7|127186|385523386/9780385523390
618|The Hound of the Baskervilles|1902|4.09|154517|451528018/9780451528020
619|Thinking, Fast and Slow|2011|4.08|136950|374275637/9780374275630
621|Are You There God? It's Me, Margaret|1970|3.89|151789|689841582/9780689841580
622|Nights in Rodanthe|2002|3.82|129807|446612707/9780553813950
625|Midwives|1997|3.97|133155|375706771/9780375706780
626|The Polar Express|1985|4.29|168001|395389496/9780395389490
627|The True Story of the 3 Little Pigs|1989|4.29|141945|140544518/9780140544510
629|Veronika Decides to Die|1998|3.69|111856|61124265/9780061124270
630|Lean In: Women, Work, and the Will to Lead|2013|3.94|135635|385349947/9780385349950
633|Starship Troopers|1959|3.99|136886|441783589/9780441783590
634|I've Got Your Number|2011|3.93|144533|385342063/9780385342060
635|Sophie's World|1991|3.88|109692|1857993284/9781857993290
637|The Martian Chronicles|1950|4.12|143236|553278223/9780553278220
638|A Visit from the Goon Squad|2010|3.64|120126|307592839/9780307592840
639|Heidi|1880|3.97|144497|753454947/9780753454950
640|Prey|2002|3.72|131352|61015725/9780061015720
646|The Canterbury Tales|1390|3.48|148480|140424385/9780140424390
647|Baby Proof|2006|3.71|124371|312348649/9780312348650
649|1Q84|2009|3.89|125195|307593312/9780307593310
650|Uncle Tom's Cabin|1852|3.83|137858|1840224029/9781840224020
651|The Phantom of the Opera|1909|3.97|141110|60809248/9780060809250
653|Blindness|1995|4.08|98738|156007754/9780156007760
654|Freedom|2010|3.73|119213|374158460/9780374158460
657|The White Tiger|2008|3.71|114531|1416562591/9781416562600
658|The Corrections|2001|3.78|117657|1841156736/9781841156740
659|Dreams from My Father: A Story of Race and Inheritance|1995|3.81|128961|1921351438/9781921351430
660|Congo|1980|3.55|129811|60541830/9780060541840
661|Alexander and the Terrible, Horrible, No Good, Very Bad Day|1972|4.22|146073|689711735/9780689711730
